"OS_NAME,PT_NAME,Timebase,Derivation,Timestamp,Value,Manual"
"BME_TW,RAIN_G,5M,VAL,21:20 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,21:15 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,21:10 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,21:05 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,21:00 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,20:55 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,20:50 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,20:45 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,20:40 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,20:35 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,20:30 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,20:25 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,20:20 10-SEP-2011,0.000000,"
